headings,label
" ଲକ୍‌ଡାଉନ୍‌ରେ ବଢ଼ୁଛି ଘରୋଇ ହିଂସା, ନିର୍ଯାତନା ଅଭିଯୋଗ ଆଣିଲେ ୧୯୮୧ ମହିଳା ",state
" ଭୁବନେଶ୍ୱରରେ ଦ୍ୱିତୀୟ କରୋନା ଆକ୍ରାନ୍ତ ଚିହ୍ନଟ ହେବା ପରେ ଏମ୍‌ସରେ କଟକଣା : ନୂଆ ଆଡମିସନ୍ ଓ ସର୍ଜରି ବନ୍ଦ, ଓପିଡି… ",state
 ଲକଡାଉନ ବେଳେ କାଠ ମାଫିଆ ସକ୍ରିୟ : କଳାହାଣ୍ଡି ଜିଲ୍ଲାର ବିଭିନ୍ନ ଜଙ୍ଗଲରେ ବେଧଡକ ଭାବରେ ଚାଲିଛି ଜଙ୍ଗଲ… ,state
" ହୋଲିରେ ଓଡ଼ିଶାରେ ପାଗ ଶୁଖିଲା ରହିବ, ୧୧ରୁ ୧୪ ଯାଏ କେତେକ ସ୍ଥାନରେ ବର୍ଷା, ବଢ଼ିବ ଦିନର ତାପମାତ୍ରା ",state
" କୋଭିଡ୍ ମୁକାବିଲା ଲାଗି ନୂଆ ରଣନୀତି ଘୋଷଣା କ‌ଲେ ମୁଖ୍ୟମନ୍ତ୍ରୀ : ପ୍ରତି ପଞ୍ଚାୟତରେ ଖୋଲିବ କୋଭିଡ କେୟାର ହୋମ୍,… ",state
 ଜେଲ୍‌ରୁ ମୁକୁଳିବେ ଜାମିନଯୋଗ୍ୟ କଏଦୀ ,state
 ବିକାଳି ଓ ଭିକାରୀଙ୍କ କବଜାରେ ଇସ୍ପାତ ଟ୍ରେନ୍‌: ବଲାଙ୍ଗୀର-ଝାରସୁଗୁଡ଼ା ମଧ୍ୟରେ ଶହେରୁ ଅଧିକ ଭିକାରୀ ,state
 ରଜ ପୂର୍ବରୁ ଓଡ଼ିଶାରେ ପ୍ରବେଶ କରିବ ମୌସୁମୀ ,state
 ଆସନ୍ତାକାଲି ରଥକୁ ବିଜେ ହେବ ଆଜ୍ଞାମାଳ ,state
" କରୋନା ମହାମାରୀ ବଢ଼ାଉଛି ସାମାଜିକ ଦୂରତା, ମୃତକଙ୍କୁ କାନ୍ଧ ଦେଲେନି ଆତ୍ମୀୟ, ପ୍ରଶାସନ ନେଲା ଶବ ",state
 ରେଷ୍ଟୁରାଣ୍ଟରେ ଆଇସିଏସ୍ଇ ବହି ବିକ୍ରିକୁ ନେଇ ଛାତ୍ର କଂଗ୍ରେସର କଡ଼ା ବିରୋଧ ,state
" ରାଜ୍ୟର ୨୭୮୧ଆକ୍ରାନ୍ତଙ୍କ ମଧ୍ୟରୁ ଜାଣନ୍ତୁ, କେଉଁ ଜିଲ୍ଲାରେ କେତେଜଣ  କରୋନା ପଜିଟିଭ୍ ଚିହ୍ନଟ ହୋଇଛନ୍ତି ",state
 ମାଲକାନଗିରି ଓ ବୀରମିତ୍ରପୁରରେ ଦୁଷ୍କର୍ମ ଘଟଣାରେ ପୁଲିସର ସଂପୃକ୍ତି ପ୍ରସଙ୍ଗ ,state
 ମୁଖ୍ୟମନ୍ତ୍ରୀ ରିଲିଫ ପାଣ୍ଠିକୁ ଦିନକର ଦରମା ଦେଲେ ଭିଜିଲାନ୍ସ ଅଧିକାରୀ ଓ କର୍ମଚାରୀ ,state
 କରୋନା ମୁକାବିଲା: ଗରିବଙ୍କୁ ସହାୟତାର ହାତ ବଢ଼ାଇ ୩ ମାସର ଘର ଭଡ଼ା ଛାଡ଼ କରିବାକୁ ଅପିଲ କଲେ ମୁଖ୍ୟମନ୍ତ୍ରୀ ,state
" ଆରମ୍ଭ ହେଲା ରଥ ନିର୍ମାଣ : ରଥଖଳା, କମାରଶାଳ ଚଳଚଞ୍ଚଳ ",state
" ଦିନତମାମ ସରକାରୀ ତନାଘନା : ସମୀକ୍ଷା କଲେ କ୍ୟାବିନେଟ୍ ସଚିବ, ବାତ୍ୟା ବେଳେ ନ ବାହାରିବାକୁ ନିବେଦନ ",state
 ହାତୀ ଆକ୍ରମଣରେ ଅନୁଗୁଳ ଓ ସମ୍ବଲପୁର ଜିଲ୍ଲାରେ ଦୁଇଜଣଙ୍କର ପ୍ରାଣହାନି ,state
 କରୋନା ସ୍ଥିତି ସମୀକ୍ଷା କଲେ ପାଣ୍ଡିଆନ୍ : ହୋମ୍‌ ଆଇସୋଲେସନ୍‌ରେ ୮ ଜଣ ,state
" ରାଜ୍ୟରେ ସୁସ୍ଥ ହେଲେ ୧୪୬ କରୋନା ଆକ୍ରାନ୍ତ; ଆଜି ସୁସ୍ଥ ଯେତିକି, ଆକ୍ରାନ୍ତ ସେତିକି ",state
 ଆଜି ୟୁଏଇରୁ ଫେରିବେ ୨୧୫ ପ୍ରବାସୀ ଓଡ଼ିଆ ,state
" କରୋନା ବଢ଼ାଉଛି ମାନସିକ ଅବସାଦ, ନିଦ୍ରାହୀନତା ",state
" ବିନା ଇଞ୍ଜିନ୍‌ରେ ଗଡ଼ିଲା କୋଇଲା ବୋଝେଇ ଟ୍ରେନ୍‌, ୪ ୱାଗନ୍‌ ଲାଇନ୍‌ ଚ୍ୟୁତ ",state
" ଭଗବାନ ଏମିତି ଦୁଃଖ କାହାକୁ ନଦିଅନ୍ତୁ ! ଏକାଠି ଜଳିଲା ମା’, ଦୁଇପୁଅ ଓ ଝିଅଙ୍କ ଜୁଇ ",state
" ଦୁଇ ବାଇକ୍‌ ଗୋଡ଼ାଗୋଡ଼ି କାଳ ହେଲା : ମିନିବସ୍‌ ସହ ଧକ୍କା ହୋଇ ୨ ମୃତ, ୨ ଗୁରୁତର ",state
 ମହାପ୍ରଭୁଙ୍କ ରଥଯାତ୍ରା ନିଷ୍ପତ୍ତି ଆଜି ,state
 ସୁରତ ଓଡ଼ିଆ ଶ୍ରମିକଙ୍କ ଦାୟିତ୍ବ ନେଲା ପ୍ରଶାସନ: ୩୪ ମେସ୍‌ର ୮ ହଜାର ଅନ୍ତେବାସୀଙ୍କୁ ୧୬ରୁ ରନ୍ଧାଖାଦ୍ୟ ,state
" ଆଗମନକାରୀଙ୍କୁ ଲୋକସେବା ଭବନ, ଖାରବେଳ ଭବନ,କୃଷି ଭବନ ଓ ରାଜୀବ ଭବନ ମନା ",state
" ପୁଣି ଗଞ୍ଜାମବାସୀଙ୍କୁ ନିବେଦନ କରିଲେ ଜିଲ୍ଲାପାଳ, ସଙ୍ଗରୋଧ କେନ୍ଦ୍ର ଆଡ଼କୁ ନ ଯିବାକୁ ଦେଲେ ପରାମର୍ଶ ",state
 ରାଜଧାନୀରେ ମାଟ୍ରିକ୍‌ ପରୀକ୍ଷା କେନ୍ଦ୍ର ପରିଦର୍ଶନ କଲେ ଗଣଶିକ୍ଷା ମନ୍ତ୍ରୀ; ପ୍ରଶ୍ନପତ୍ର ଭାଇରାଲ୍‌ ଘଟଣା ଦୃଷ୍ଟିକୁ… ,state
 ଝାରସୁଗୁଡ଼ା : ଜଳସେଚନ ପାଇଁ ୪ ବିଭାଗକୁ ୨୩୬ କୋଟି ଟଙ୍କା ମଞ୍ଜୁର ,state
 ୧୧ କେଭି ବିଦ୍ୟୁତ୍ ତାର ଲାଗି ଟ୍ରକ୍ ଚାଳକଙ୍କର ମୃତ୍ୟୁ ,state
 ସରକାରୀ ବ୍ୟବସ୍ଥାରେ ପ୍ରଥମ : ଏସ୍‌ସିବିରେ ୨୪ ଘଣ୍ଟିଆ କଣ୍ଟ୍ରୋଲ୍‌ରୁମ୍‌ ,state
 ୧୧ରୁ ୧୩ ଓଡ଼ିଶାରେ ହେବ ବିମ୍‌ଷ୍ଟେକ୍‌ ଡିଏମ୍‌ଇଏକ୍‌ସ୍‌-୨୦୨୦ : ଐତିହ୍ୟ ସୁରକ୍ଷା ପାଇଁ ସ୍ବତନ୍ତ୍ର ନୀତି ପ୍ରସ୍ତୁତ… ,state
" ସୋନୁ ସୁଦ୍‌ଙ୍କ ମହାନତା : କେରଳରୁ ବିମାନରେ ଫେରିଲେ ୧୬୯ ଓଡ଼ିଆ ଝିଅ, ଏର୍ଣ୍ଣାକୁଲମ୍‌ରେ ୨ ମାସ ଧରି ଫସି ରହିଥିଲେ ",state
 ୨୧ଦିନିଆ ଲକଡାଉନ୍ ନେଇ ଓଡ଼ିଶା ସରକାର ଖୋଲିଲେ ୨୪ ଘଣ୍ଟିଆ କଣ୍ଟ୍ରୋଲ୍ ରୁମ୍ ,state
" ଭଦ୍ରକ, ବାଲେଶ୍ବର ଓ ଯାଜପୁର ଜିଲ୍ଲାରୁ ଉଠିଲା ୬୦ଘଣ୍ଟିଆ ସଟ୍‌ଡାଉନ୍‌, ସବୁ କଣ୍ଟେନମେଣ୍ଟ ଜୋନ୍ କିନ୍ତୁ ବଳବତ୍ତର ",state
 ଚିନ୍ତା ବଢ଼ାଇଲେ କର କ୍ଲିନିକ୍ ଫେରନ୍ତା ‌ରୋଗୀ ,state
 ଶୁକ୍ରବାର ପର୍ଯ୍ୟନ୍ତ ରହିଛି ବର୍ଷା ଓ ଘୂର୍ଣ୍ଣିଝଡ଼ର ସମ୍ଭାବନା; ରାଜ୍ୟର ଅର୍ଦ୍ଧାଧିକ ଜିଲ୍ଲା ପାଇଁ ୟେଲୋଓ୍ଵାଣ୍ଣିଂ… ,state
" ଗ୍ରାମୀଣ ଲୋକଙ୍କ ଜୀବିକାର ମେରୁଦଣ୍ଡ ପାଲଟୁଛି ଜୈବ ପର୍ଯ୍ୟଟନ, ସାତକୋଶିଆ ଜୈବ ପର୍ଯ୍ୟଟନ ପ୍ରକଳ୍ପ ସାଣ୍ଡସ… ",state
" ରାଜ୍ୟର ଅଧିକାଂଶ ଶୈବପୀଠମାନଙ୍କରେ ଭିଡ଼, ଚାଲିଛି ପୂଜାର୍ଚ୍ଚନା ",state
 ନୟାଗଡ଼ରେ ମାଓ ହମ୍‌ଲାକୁ ୧୨ ବର୍ଷ ପୂରିଲା : ନୟାଗଡ଼ ଏବେ ମାଓବାଦୀଙ୍କ ପାଇଁ ନିରାପଦ! ,state
 ପ୍ରଶାସନ ପାଇଁ ଆଦିବାସୀ ଅଲୋଡ଼ା ,state
 ହତ୍ୟାକାଣ୍ଡ ମାମଲା : ଅଧାବାଟରୁ ବରକୁ ଉଠାଇନେଲା ପୁଲିସ ,state
" ପୁଣି ୧୩୦ଜଣ କରୋନା ପଜିଟିଭ୍ ଚିହ୍ନଟ, ରାଜ୍ୟରେ ମୋଟ ଆକ୍ରାନ୍ତଙ୍କ ସଂଖ୍ୟା ୨୬୦୮କୁ ବୃଦ୍ଧି ",state
" ମେ’ ୩ ଯାଏ ବନ୍ଦ ରହିବ ବିଶ୍ୱବିଦ୍ୟାଳୟ, ନିଷ୍ପତ୍ତି ବଦଳାଇଲେ ଉଚ୍ଚଶିକ୍ଷା ବିଭାଗ ସଚିବ ",state
 ୧୦ ନିଯୋଗ ସହ ଶ୍ରୀମନ୍ଦିର ପ୍ରଶାସନର ବୈଠକ: ସୀମିତ ସେବାୟତରେ ସ୍ନାନଯାତ୍ରା ଯୋଜନା ,state
 ଗୃହ ବିଭାଗ କଣ୍ଟ୍ରୋଲ୍‌ ରୁମ୍‌ ବ୍ୟସ୍ତ ନେଇ ତନାଘନା ,state
" କରୋନାକୁ ଯେତିକି ଡରିବା, ସେ ଆମକୁ ସେତିକି ଡରାଇବ; ନିର୍ଭୀକ ଭାବେ କରୋନା ଲକ୍ଷଣ ଦେଖାଗଲେ ପ୍ରକାଶ କରନ୍ତୁ : ସୁବ୍ରତ… ",state
 ଗାଧୋଉଥିବା ବେଳେ ପାଣିରେ ବୁଡ଼ି ପଞ୍ଚମ ଶ୍ରେଣୀ ଛାତ୍ରର ସଲିଳ ସମାଧି ,state
 ରଥଯାତ୍ରା ସୁରୁଖୁରୁରେ ଶେଷ ହୋଇଥିବା ନେଇ ଧନ୍ୟବାଦ ଜଣାଇଲେ ମୁଖ୍ୟମନ୍ତ୍ରୀ ,state
" ଓଡ଼ିଆ ସାହିତ୍ୟ ବିରୋଧରେ ଷଡ଼୍‌ଯନ୍ତ୍ର-୨ : କେଉଁଠି ଥିଲା, କୁଆଡ଼େ ଗଲାଣି ଏକାଡେମି ! ",state
 ଖାଉଟି ଅଦାଲତରେ ଖାଲି ପଡିଥିବା ସଦସ୍ୟ ପଦ ପୂରଣ ପ୍ରସଂଗ: ସଚିବଙ୍କୁ ବ୍ୟକ୍ତିଗତ ହାଜିରା ନିର୍ଦ୍ଦେଶ ,state
" ସଡ଼କ ଦୁର୍ଘଟଣାରେ ସାମ୍ବାଦିକ ଗୁରୁତର, କଟକ ବଡ଼ ଡାକ୍ତରଖାନାକୁ ସ୍ଥାନାନ୍ତରିତ ",state
 କରୋନା ସହାୟତା ଅଯୋଗ୍ୟ ହାତେଇବା ଅଭିଯୋଗ ଆସିବା ପରେ ଜିଲ୍ଲାପାଳଙ୍କ କାର୍ଯ୍ୟାଳୟ ଘେରିଲେ ଶ୍ରମିକ ,state
 ବାଦାମବାଡିରେ ଥିବା ଏକ ଇଲେକ୍ଟ୍ରୋନିକ ଗୋଦାମରେ ନିଆଁ ଲାଗି ଜଳିଗଲା ଲକ୍ଷାଧିକ ଟଙ୍କାର ସାମଗ୍ରୀ ,state
" ଅର୍ଡର ଦେଇ ବି ଔଷଧ ନିଗମ ନେଉନି ୭୧ ହଜାର ପିପିଇ କିଟ୍, ନ୍ୟାୟ ପାଇଁ ହାଇକୋର୍ଟଙ୍କ ଦ୍ବାରସ୍ଥ ହେଲା ସଂସ୍ଥା ",state
 ପୁରୀ ରଥଯାତ୍ରା : ସବୁ ଉପରେ ହିଁ ମହାପ୍ରଭୁଙ୍କ ଇଚ୍ଛା ,state
 ରଥଯାତ୍ରା ବନ୍ଦ ହେଲେ କିଛି ହାନି ହେବନାହିଁ: ମୁକ୍ତିମଣ୍ଡପ ,state
 ଆବାସ ଯୋଜନାରେ ଅଭିଯୋଗ ଗ୍ରହଣ ସମୟସୀମା ଆଉ ୭ ଦିନ ବଢ଼ିଲା ,state
 ପଂଚାୟତ ସ୍ତରରେ ଚାଷୀଙ୍କୁ ପରାମର୍ଶ ଦେବେ କୃଷି ଅଧିକାରୀ: ସୌରଭ ଗର୍ଗ ,state
" କରୋନା ମୁକାବିଲା ଲାଗି ଭଦ୍ରକ, ବାଲେଶ୍ୱର ଓ ଯାଜପୁର ଜିଲ୍ଲା ପାଇଁ ତିନି ବରିଷ୍ଠ ସଚିବଙ୍କୁ ଦାୟିତ୍ବ ଦେଲେ ରାଜ୍ୟ… ",state
 ରାଜ୍ୟରେ କରୋନା ରୋଗୀଙ୍କ ସୁସ୍ଥ ହାର ୫୬% ,state
" ବାତ୍ୟା ଅମ୍ଫାନକୁ ନେଇ ସମୁଦ୍ରକୂଳିଆ ଲୋକେ ଆତଙ୍କିତ, ରାଜନଗରରେ ୫୦୦ ଲୋକଙ୍କୁ ସ୍ଥାନାନ୍ତର ",state
" ରାଜ୍ୟରେ ଆଉ ୮୬ କରୋନା ଆକ୍ରାନ୍ତ ଚିହ୍ନଟ, ଗଞ୍ଜାମରେ ଆକ୍ରାନ୍ତଙ୍କ ସଂଖ୍ୟା ୨୫୦ ଟପିଲା ",state
 ରାଜ୍ୟ ଯୋଜନା ବୋର୍ଡର ରୂପରେଖ ବଦଳିଯିବ ,state
 ଶିଶୁ ଅଦଳବଦଳ ଘଟଣାରେ ଅସନ୍ତୋଷ ପ୍ରକାଶ କରି ଜିଲ୍ଲାପାଳଙ୍କ କାର୍ଯ୍ୟାଳୟକୁ ଧସେଇ ପଶିଲେ ଶତାଧିକ ମହିଳା ,state
" ଜନସେବାରେ ବ୍ରତୀ ଆଦିବାସୀ ମହିଳା ଡାକ୍ତର, ୧୮୪ କରୋନା ସନ୍ଦିଗ୍ଧଙ୍କ ରକ୍ତ ନମୁନା ସଂଗ୍ରହ କରି ହୋମ୍‌… ",state
 ଭଦ୍ରକ : କରୋନା କଟକଣା ଆଇନ୍ ଭାଙ୍ଗୁଥିବା ଯୁବକଙ୍କୁ ଉଠବସ୍ କରାଉଛି ପୁଲିସ ,state
" ବଡ଼ଖବର: ହୋମଗାର୍ଡମାନଙ୍କୁ ଦୈନିକ ମିଳିବ ୫୦୦ ଟଙ୍କା!, ରାଜ୍ୟ ସରକାରଙ୍କୁ ନିର୍ଦ୍ଦେଶ ଦେଲେ ହାଇକୋର୍ଟ ",state
 ଫୁଲବାଣୀରେ ପରିବା ଓ ତେଜରାତି ସାମଗ୍ରୀର ଯୋଗାଣ ଲାଗି ଆରମ୍ଭ ହେଲା ଦୁଇଟି ମୋବାଇଲ୍ ଭେଣ୍ଡିଂ ଅଟୋ ବ୍ୟବସ୍ଥା ,state
 ଦୁର୍ଘଟଣାରେ ୩ ଜଣଙ୍କର ଶୋଚନୀୟ ମୃତ୍ୟୁ ,state
 ରାସନକାର୍ଡ ମୋହ: ସାନଭାଇ ନାଁ ଜାଲିଆତି କରି ବଡ଼ଭାଇ ଗିରଫ ,state
 ଭକ୍ତ ପାଇଲେ ଆଡ଼ପ ଅବଢ଼ା ,state
 ଅନୁଗୁଳ : ତଦନ୍ତରେ ଅବହେଳା ଯୋଗୁଁ ଏସ୍‌ଆଇ ନିଲମ୍ବିତ ,state
" ମା ଓ ଝିଅ ହତ୍ୟାକାଣ୍ଡର ମୁଖ୍ୟ ଅଭିଯୁକ୍ତ ହେଉଛନ୍ତି ଅନୁପ ସାଏ, ସୂଚନା ଦେଲା ଛତିଶଗଡ଼ ପୁଲିସ୍ ",state
" କରୋନା ଆତଙ୍କ : ସ୍କୁଲ ଛୁଟି, ପରୀକ୍ଷା ବାତିଲ୍‌, ମାର୍ଚ୍ଚ ୩୧ ଯାଏ ଆସିବେନି ଶିକ୍ଷକ ଶିକ୍ଷୟିତ୍ରୀ, ଜାରି ରହିବ… ",state
 ଓଡିଶା ସିଟିଜେନ୍ ଆକ୍ସନ୍ ଗ୍ରୁପ୍‌ର ନିବେଦନ : ‘ମିଳିମିଶି କରିବା କରୋନାର ମୁକାବିଲା’ ,state
" ରାଜ୍ୟରେ ତାତି ଆହୁରି ବଢ଼ିବ, ଆଗାମୀ ଏକ ସପ୍ତାହ ପର୍ଯ୍ୟନ୍ତ ଜାରି ରହିବ ",state
 ପଞ୍ଚଭୂତରେ ବିଲୀନ ସହିଦ ନୁଦୁରାମ ,state
 ପୁରୀ : ଟଙ୍କା ମାଗି ସଦର ଥାନାର ଏଏସ୍ଆଇ ନିଲମ୍ବିତ ,state
 ଗଞ୍ଜାମର ସ୍ଥିତି ପାଇଁ ଜିଲ୍ଲା ପ୍ରଶାସନ ଦାୟୀ: ବିଜୟ ମହାପାତ୍ର ,state
" ମହାପ୍ରଭୁଙ୍କ ଜମି ଖୋଜିକି କାଢ଼, ଜିଲ୍ଲାପାଳଙ୍କୁ ଆଇନମନ୍ତ୍ରୀଙ୍କ ନିର୍ଦେଶ ",state
 ବ୍ୟାସକବିଙ୍କ ଜୀବନୀ ଓ ସାହିତ୍ୟ ସମ୍ପର୍କିତ ଜାତୀୟ ଆଲୋଚନାଚକ୍ର : ‘ସେ ସମୟର ଚିନ୍ତା‌-ଚେତନା ଠାରୁ ବହୁ ଊର୍ଧ୍ବରେ… ,state
" ଆଜି ବିଳମ୍ବିତ ରାତିରେ ପବନର ବେଗ ହଠାତ୍ ବଢ଼ିପାରେ, ଲୋକେ ସତର୍କ ରହିଲେ ଭଲ: ଏସ୍ଆରସି ",state
" ମହିଳା ପୁଲିସ୍ କର୍ମଚାରୀଙ୍କ ମାଡ଼ରେ ଯୁବକଙ୍କ ମୁଣ୍ଡ ଫାଟିଲା, ଅସୁସ୍ଥ ପତ୍ନୀଙ୍କୁ ଡାକ୍ତରଖାନାକୁ ନେଉଥିଲେ ",state
 ଭଣ୍ଡାରିପୋଖରୀର ପୂର୍ବତନ ବିଧାୟକ ପୁରୁଷୋତ୍ତମ ସେଠୀଙ୍କ ପରଲୋକ ,state
" ପୁଅ ଆଗରେ ଚାଲିଗଲା ବାପର ଜୀବନ, ବାତ୍ୟା ପରବର୍ତ୍ତୀ ବିଦ୍ୟୁତ ମରାମତି ବେଳେ ଖୁଣ୍ଟରୁ ଖସିପଡ଼ି ବିଦ୍ୟୁତ ବିଭାଗର ଠିକା… ",state
" ଜଳୁଛି ସାରା ଓଡ଼ିଶା : ୪୦ ଡିଗ୍ରି ଉପରେ ୧୦ ଜିଲ୍ଲା, ଟିଟିଲାଗଡ଼ ସବୁଠୁ ଉତ୍ତପ୍ତ ସହର ",state
" କିମ୍ସ ହସ୍ପିଟାଲରେ କାର୍ଯ୍ୟକ୍ଷମ ହେଲା କୋଭିଡ୍ ହସ୍ପିଟାଲ୍, ୧୪ କରୋନା ରୋଗୀଙ୍କ ଚିକିତ୍ସା ଜାରି ",state
 ଭଞ୍ଜନଗର: ଫାଇନାସ୍ କର୍ମଚାରୀଙ୍କ ଠାରୁ ଏକ ଲକ୍ଷ ୩୦ ହଜାର ଟଙ୍କା ଲୁଟ ,state
 ରାଜଧାନୀରେ ସାଂଘାତିକ ସ୍ଥିତି : ୨୪ ଘଣ୍ଟାରେ ୧୮ ପଜିଟିଭ୍‌ ,state
 ଗଂଜାମ ଜିଲ୍ଲା ପ୍ରଶାସନର ନିଷ୍ପତ୍ତି: ବ୍ରହ୍ମପୁରରେ ଶନିବାର ଠାରୁ ଲାଗୁ ହେବ ୪ ଦିନିଆ ସଟ୍‌ଡାଉନ୍‌ ,state
 ଜଳବାୟୁ ପରିବର୍ତ୍ତନ ନା ଲକ୍‌ଡାଉନ ପ୍ରଭାବ ! ଜୁନ୍‌ରେ ଅଣ୍ତା ଦେଉଛନ୍ତି ଅଲିଭ୍‌ରିଡ୍‌ଲେ ,state
 ଶକ୍ତି ବିଭାଗକୁ ଯିବ ଓରେଡା ,state
 ଝାରସୁଗୁଡ଼ା ଜିଲ୍ଲାରେ ଆଉ ଜଣେ ପଜିଟିଭ୍ ଚିହ୍ନଟ ହେବା ପରେ ଏମିତି ରହିଛି ପରିସ୍ଥିତି ,state
 ଆଜିଠାରୁ ସବୁ ସରକାରୀ କର୍ମଚାରୀ ଅଫିସ୍‌ ଆସିବେ ,state
" ବୁର୍ଲାର ଘରୋଇ ନର୍ସିଂହୋମ୍‌ରେ ଅଗ୍ନିକାଣ୍ଡ : ମୃତ୍ୟୁ ପରେ ରୋଗୀ ଜଳିଗଲେ, ହତ୍ୟା ଅଭିଯୋଗ ଆଣିଲେ ଶାଳକ, ଥାନାରେ… ",state
" ଯୁକ୍ତ୨ ଅଫ୍‌ଲାଇନ୍‌ ମୂଲ୍ୟାୟନ କେନ୍ଦ୍ର ସଂଖ୍ୟା ବଢ଼ିଲା, ୬୬ଟି କେନ୍ଦ୍ରରେ ହେବ ଖାତା‌ଦେଖା ",state
 ହଜିଯିବାକୁ ବସିଛି ପରଜାଙ୍କ ପାରମ୍ପରିକ ବାଦ୍ୟ ‘ଡୁଡୁଙ୍ଗା’ ,state
" ଆଗାମୀ ରବିବାର ପଡୁଛି ରାହୁଗ୍ରସ୍ତ ସୂର୍ଯ୍ୟୋପରାଗ, ଶ୍ରୀମନ୍ଦିରରେ ଏଭଳି ହେବ ନୀତିକାନ୍ତି ",state
 ଆସନ୍ତା ୪ ଦିନ ସାରାରାଜ୍ୟରେ ବର୍ଷା ,state
 ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କ ନିର୍ଦ୍ଦେଶ ପାଳନ କରିବାକୁ ଧର୍ମେନ୍ଦ୍ରଙ୍କ ଅନୁରୋଧ : ‘କରୋନା ବିରୋଧ ଲଢ଼େଇରେ ଦେଶବାସୀଙ୍କ… ,state
" ପୁଣି ୩ କରୋନା ପଜିଟିଭ ଚିହ୍ନଟ, ରାଜ୍ୟରେ ଆକ୍ରାନ୍ତଙ୍କ ସଂଖ୍ୟା ହେଲା ୨୦୯ ",state
" ୪ ଆକ୍ରାନ୍ତଙ୍କ ଗସ୍ତ ବିବରଣୀ ପ୍ରକାଶ କଲା ରାଜ୍ୟ ସ୍ବାସ୍ଥ୍ୟ ଓ ପରିବାର କଲ୍ୟାଣ ବିଭାଗ, ୨ କୋଲକାତା ଫେରନ୍ତା ",state
" ୩ ଭାଲୁ ଆକ୍ରମଣରୁ ବଞ୍ଚାଇଲା ପୋଷା କୁକୁର‌, ଗୁରୁତର ଯୁବକ ଡାକ୍ତରଖାନାରେ ଭର୍ତ୍ତି ",state
" ରାଜ୍ୟରେ ପୁଣି  ଜଣେ କରୋନା ପଜିଟିଭ୍ ଚିହ୍ନଟ, ଆକ୍ରାନ୍ତ ଜଣକ ସୁନ୍ଦରଗଡ଼ ଜିଲ୍ଲାର,ମୋଟ ଆକ୍ରାନ୍ତଙ୍କ ସଂଖ୍ୟା ୧୬୩କୁ… ",state
 କିଟ୍‌ ଆସିବା ପରେ ଏସ୍‌ସିବିରେ ଆରମ୍ଭ ହେଲା ପରୀକ୍ଷା ,state
 ଅଜଣା ରୋଗରେ ୧୭ଜଣଙ୍କ ମୃତ୍ୟୁ ଘଟଣା : ଗୁଣି ସନ୍ଦେହରେ ଯୁବକଙ୍କୁ ହତ୍ୟା ,state
 ବିଧାୟକ ପ୍ରଣବ ପ୍ରକାଶ ଦାସ ବିଜେଡି ସାଂଗଠନିକ ମୁଖ୍ୟ ,state
" ସଙ୍ଗରୋଧ କେନ୍ଦ୍ରରେ ପାଣି ସମସ୍ୟା କୁ ନେଇ ଉତ୍ତେଜନା, ସୋସିଆଲ ମିଡିଆରେ ଭିଡିଓ ଭାଇରଲ, ପ୍ରଶାସନ ବେଫିକର ",state
" କଳାହାଣ୍ଡିରେ ପୁଣି ୭ କରୋନା ପଜିଟିଭ, ଜିଲ୍ଲାରେ ଆକ୍ରାନ୍ତଙ୍କ ସଂଖ୍ୟା ୬୫କୁ ବୃଦ୍ଧି ",state
